person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22.0,Female,High School,44375.0,3,Rent,10000.0,Medical,13.49,0.23,2.0,549,Yes,0
25.0,Male,High School,44289.0,2,Rent,10000.0,Medical,7.49,0.23,4.0,548,Yes,0
23.0,Female,Associate,83896.0,0,Own,16800.0,Venture,7.51,0.2,3.0,659,Yes,0
22.0,Male,High School,83931.0,3,Mortgage,6000.0,Venture,13.48,0.07,2.0,656,Yes,0
25.0,Female,High School,44117.0,0,Rent,10000.0,Personal,11.11,0.23,2.0,517,Yes,0
22.0,Male,Bachelor,44342.0,1,Rent,10000.0,Education,14.72,0.23,2.0,644,No,0
24.0,Female,Associate,84279.0,1,Mortgage,10000.0,Venture,7.66,0.12,4.0,616,Yes,0
24.0,Female,Associate,77084.0,2,Mortgage,2500.0,Homeimprovement,11.14,0.03,4.0,537,No,1
25.0,Male,Bachelor,84310.0,3,Own,1500.0,Personal,7.74,0.02,2.0,699,Yes,0
24.0,Male,Master,77044.0,0,Mortgage,14000.0,Homeimprovement,13.85,0.18,3.0,655,No,1
25.0,Male,High School,43918.0,2,Rent,10000.0,Personal,11.01,0.23,2.0,694,Yes,0
23.0,Female,Associate,84707.0,0,Own,1925.0,Venture,9.91,0.02,4.0,686,No,0
22.0,Male,High School,44148.0,2,Rent,10000.0,Education,13.48,0.23,4.0,618,Yes,0
25.0,Female,High School,84355.0,1,Mortgage,7000.0,Venture,11.49,0.08,2.0,640,No,0
23.0,Male,Bachelor,84617.0,1,Mortgage,1200.0,Debtconsolidation,6.99,0.01,3.0,666,No,0
23.0,Male,Master,77089.0,3,Mortgage,20000.0,Debtconsolidation,10.99,0.26,3.0,544,No,1
21.0,Female,Master,44124.0,0,Rent,10000.0,Medical,13.22,0.23,4.0,615,No,0
26.0,Male,High School,84455.0,0,Mortgage,5000.0,Venture,11.66,0.06,4.0,668,Yes,0
21.0,Female,High School,43937.0,0,Rent,10000.0,Personal,11.48,0.23,4.0,613,Yes,0
26.0,Male,Bachelor,84544.0,4,Mortgage,7500.0,Medical,11.01,0.09,3.0,654,Yes,0
24.0,Male,Associate,84246.0,1,Mortgage,2400.0,Medical,11.01,0.03,4.0,613,Yes,0
22.0,Male,Bachelor,44225.0,0,Rent,10000.0,Venture,11.14,0.23,3.0,591,No,0
23.0,Male,Associate,84509.0,2,Mortgage,1000.0,Personal,14.11,0.01,3.0,637,No,0
23.0,Male,Associate,37578.0,0,Rent,10000.0,Homeimprovement,15.31,0.27,4.0,609,No,1
23.0,Male,High School,44470.0,2,Rent,10000.0,Education,8.59,0.22,2.0,643,Yes,0
23.0,Male,Associate,36960.0,0,Rent,10000.0,Debtconsolidation,16.0,0.27,4.0,556,No,1
22.0,Female,High School,85115.0,1,Mortgage,13000.0,Education,11.14,0.15,2.0,650,Yes,0
25.0,Female,Bachelor,84908.0,3,Mortgage,5050.0,Venture,5.42,0.06,2.0,644,Yes,0
26.0,Female,Master,84914.0,4,Mortgage,8000.0,Venture,6.99,0.09,2.0,611,No,0
23.0,Female,Master,84884.0,2,Mortgage,7200.0,Medical,7.49,0.08,3.0,609,Yes,0
22.0,Male,High School,84846.0,0,Mortgage,9750.0,Education,14.65,0.11,2.0,640,No,0
24.0,Female,High School,44253.0,4,Rent,10000.0,Debtconsolidation,11.46,0.23,4.0,606,Yes,0
22.0,Female,High School,44067.0,0,Rent,10000.0,Education,5.42,0.23,3.0,650,No,0
22.0,Male,Associate,37448.0,0,Rent,10000.0,Venture,12.8,0.27,2.0,599,No,1
22.0,Male,Master,37954.0,0,Rent,10000.0,Debtconsolidation,15.65,0.26,4.0,608,No,1
26.0,Male,Doctorate,84828.0,1,Mortgage,14000.0,Debtconsolidation,13.49,0.17,2.0,674,Yes,0
22.0,Male,High School,45367.0,2,Rent,10000.0,Education,7.51,0.22,4.0,613,Yes,0
22.0,Male,High School,45411.0,0,Rent,10000.0,Debtconsolidation,11.01,0.22,2.0,607,Yes,0
22.0,Male,Associate,84230.0,1,Mortgage,10000.0,Venture,10.0,0.12,4.0,645,No,0
23.0,Female,Master,45353.0,0,Rent,10000.0,Personal,13.23,0.22,3.0,716,No,0
24.0,Male,Bachelor,85145.0,4,Own,10000.0,Medical,11.01,0.12,2.0,575,Yes,0
23.0,Male,Master,85197.0,0,Mortgage,12000.0,Venture,11.11,0.14,2.0,618,No,0
22.0,Male,High School,45134.0,1,Rent,10000.0,Education,8.59,0.22,2.0,664,Yes,0
23.0,Male,Associate,84719.0,2,Mortgage,3000.0,Venture,6.39,0.04,4.0,651,No,0
22.0,Female,High School,45779.0,0,Rent,10000.0,Education,6.92,0.22,3.0,665,No,0
24.0,Male,Associate,46057.0,0,Rent,10000.0,Medical,12.92,0.22,4.0,611,Yes,0
23.0,Male,Associate,84715.0,0,Own,10000.0,Education,11.01,0.12,4.0,558,Yes,0
25.0,Female,Master,46047.0,4,Rent,10000.0,Medical,15.96,0.22,4.0,587,Yes,0
26.0,Female,Doctorate,46436.0,2,Rent,10000.0,Education,14.91,0.22,3.0,692,No,0
26.0,Male,High School,45905.0,6,Rent,10000.0,Debtconsolidation,8.94,0.22,3.0,679,Yes,0
23.0,Female,High School,38903.0,3,Rent,10000.0,Debtconsolidation,15.33,0.26,4.0,612,No,1
24.0,Male,High School,84742.0,3,Mortgage,3000.0,Education,6.39,0.04,3.0,643,No,0
22.0,Female,Bachelor,46549.0,0,Rent,10000.0,Personal,13.49,0.21,2.0,623,No,0
24.0,Female,Bachelor,46437.0,1,Rent,10000.0,Education,11.01,0.22,4.0,621,No,0
25.0,Male,Bachelor,39680.0,2,Rent,10000.0,Venture,12.99,0.25,2.0,564,No,1
23.0,Male,Bachelor,46370.0,3,Rent,10000.0,Personal,10.99,0.22,2.0,624,Yes,0
22.0,Male,Bachelor,84893.0,0,Own,8000.0,Medical,12.84,0.09,4.0,587,Yes,0
25.0,Female,Associate,46345.0,2,Rent,10000.0,Education,7.49,0.22,4.0,573,Yes,0
24.0,Female,High School,85089.0,2,Mortgage,12000.0,Venture,11.01,0.14,2.0,581,Yes,0
23.0,Male,High School,84915.0,2,Mortgage,4000.0,Venture,8.0,0.05,2.0,572,Yes,0
26.0,Male,High School,46754.0,1,Rent,10000.0,Personal,7.66,0.21,3.0,667,Yes,0
23.0,Female,Bachelor,46711.0,0,Rent,10000.0,Venture,7.51,0.21,4.0,625,Yes,0
23.0,Male,Bachelor,85063.0,0,Mortgage,15000.0,Personal,13.47,0.18,4.0,565,Yes,0
26.0,Male,Bachelor,46459.0,6,Rent,10000.0,Venture,11.01,0.22,3.0,605,Yes,0
22.0,Male,High School,84928.0,0,Mortgage,15000.0,Debtconsolidation,12.21,0.18,2.0,659,No,0
24.0,Female,Associate,84916.0,0,Mortgage,5000.0,Homeimprovement,10.2,0.06,2.0,657,No,0
21.0,Female,Associate,46740.0,0,Rent,10000.0,Personal,12.18,0.21,3.0,644,No,0
23.0,Male,Bachelor,85339.0,1,Mortgage,10000.0,Personal,6.62,0.12,4.0,614,Yes,0
26.0,Female,Associate,84776.0,5,Mortgage,20000.0,Homeimprovement,14.27,0.24,4.0,606,Yes,0
22.0,Male,High School,46431.0,0,Rent,10000.0,Venture,10.74,0.22,3.0,683,Yes,0
26.0,Female,Associate,84926.0,7,Mortgage,5000.0,Personal,11.01,0.06,4.0,680,Yes,0
22.0,Female,Associate,46397.0,0,Rent,10000.0,Personal,10.37,0.22,4.0,536,Yes,0
22.0,Female,Master,46183.0,0,Rent,10000.0,Education,10.75,0.22,2.0,643,Yes,0
26.0,Female,Master,46774.0,1,Rent,10000.0,Medical,13.48,0.21,3.0,645,No,0
25.0,Female,Associate,39679.0,2,Rent,10000.0,Venture,16.77,0.25,4.0,672,No,1
24.0,Male,High School,46781.0,2,Rent,10000.0,Personal,7.88,0.21,3.0,614,No,0
23.0,Male,Bachelor,39881.0,0,Rent,10000.0,Education,8.49,0.25,3.0,614,No,1
21.0,Male,Master,47407.0,0,Rent,10000.0,Education,7.66,0.21,4.0,702,Yes,0
24.0,Male,Bachelor,47229.0,4,Rent,10000.0,Debtconsolidation,10.38,0.21,3.0,602,Yes,0
24.0,Male,Associate,78066.0,1,Mortgage,16000.0,Homeimprovement,14.65,0.2,2.0,654,No,1
21.0,Male,High School,40403.0,0,Rent,10000.0,Medical,13.23,0.25,4.0,660,No,1
22.0,Male,Associate,84676.0,0,Mortgage,8000.0,Debtconsolidation,13.49,0.09,2.0,682,Yes,0
23.0,Female,Bachelor,85064.0,0,Mortgage,3500.0,Venture,6.03,0.04,3.0,667,Yes,0
24.0,Female,Bachelor,47541.0,5,Rent,10000.0,Medical,11.01,0.21,3.0,631,Yes,0
22.0,Male,High School,84747.0,2,Mortgage,6000.0,Medical,6.03,0.07,2.0,662,Yes,0
23.0,Female,Associate,84845.0,0,Mortgage,2000.0,Education,13.49,0.02,2.0,585,Yes,0
26.0,Female,High School,47730.0,3,Rent,10000.0,Debtconsolidation,10.37,0.21,2.0,636,Yes,0
22.0,Female,Bachelor,40214.0,1,Rent,10000.0,Personal,12.42,0.25,3.0,567,No,1
25.0,Male,High School,40479.0,4,Rent,10000.0,Venture,15.96,0.25,3.0,671,No,1
24.0,Male,Bachelor,77823.0,0,Own,6100.0,Venture,18.64,0.08,4.0,665,No,1
25.0,Male,Bachelor,84651.0,2,Mortgage,1000.0,Personal,12.69,0.01,2.0,687,No,0
25.0,Female,Bachelor,84995.0,0,Mortgage,15600.0,Debtconsolidation,11.71,0.18,3.0,579,No,0
24.0,Male,High School,84786.0,0,Mortgage,7750.0,Education,6.62,0.09,3.0,697,No,0
26.0,Male,Associate,77653.0,5,Mortgage,9000.0,Debtconsolidation,18.64,0.12,4.0,599,No,1
22.0,Male,Bachelor,84904.0,0,Mortgage,5000.0,Education,6.03,0.06,2.0,667,Yes,0
25.0,Male,High School,48402.0,1,Rent,10000.0,Medical,5.99,0.21,2.0,537,Yes,0
22.0,Female,Associate,48614.0,0,Rent,10000.0,Education,9.99,0.21,2.0,545,Yes,0
22.0,Female,Bachelor,48618.0,0,Rent,10000.0,Debtconsolidation,11.71,0.21,2.0,608,No,0
22.0,Female,Associate,41719.0,0,Rent,10000.0,Medical,8.32,0.24,2.0,531,No,1
26.0,Male,Bachelor,84827.0,6,Own,10000.0,Personal,12.42,0.12,4.0,659,Yes,0
25.0,Female,High School,49132.0,6,Rent,10000.0,Venture,10.99,0.2,4.0,625,Yes,0
23.0,Male,Bachelor,48526.0,0,Rent,10000.0,Medical,11.01,0.21,2.0,633,Yes,0
25.0,Male,High School,84867.0,5,Own,10000.0,Homeimprovement,11.01,0.12,2.0,535,Yes,0
21.0,Female,Associate,48850.0,0,Rent,10000.0,Education,8.59,0.2,4.0,515,Yes,0
22.0,Male,Associate,84903.0,0,Mortgage,2000.0,Education,7.9,0.02,3.0,645,No,0
21.0,Male,Associate,49185.0,2,Rent,10000.0,Medical,11.71,0.2,4.0,666,Yes,0
24.0,Male,High School,85047.0,3,Mortgage,17000.0,Personal,7.51,0.2,4.0,572,Yes,0
22.0,Female,High School,77720.0,0,Mortgage,14400.0,Debtconsolidation,11.71,0.19,2.0,634,No,1
23.0,Male,Bachelor,84800.0,4,Mortgage,10500.0,Education,7.51,0.12,2.0,648,No,0
22.0,Male,Associate,49028.0,0,Rent,10000.0,Education,14.27,0.2,3.0,689,No,0
24.0,Male,Bachelor,85100.0,6,Mortgage,5000.0,Debtconsolidation,6.03,0.06,3.0,624,No,0
22.0,Female,High School,49309.0,1,Rent,10000.0,Education,11.01,0.2,4.0,609,Yes,0
22.0,Female,Master,85101.0,0,Mortgage,5025.0,Venture,11.01,0.06,2.0,633,Yes,0
21.0,Female,Associate,84983.0,2,Mortgage,7000.0,Medical,6.03,0.08,3.0,597,No,0
23.0,Female,Associate,84659.0,1,Mortgage,16000.0,Education,11.01,0.19,4.0,587,Yes,0
23.0,Female,Associate,49284.0,0,Rent,10000.0,Education,11.01,0.2,2.0,649,No,0
23.0,Male,Associate,84789.0,3,Mortgage,13000.0,Education,5.42,0.15,3.0,634,Yes,0
24.0,Male,High School,41663.0,0,Rent,10000.0,Homeimprovement,12.69,0.24,2.0,662,No,1
23.0,Female,Associate,49028.0,3,Rent,10000.0,Venture,7.9,0.2,3.0,670,No,0
25.0,Female,High School,41403.0,0,Rent,10000.0,Personal,6.62,0.24,4.0,631,No,1
22.0,Male,Bachelor,84378.0,0,Own,1250.0,Venture,5.42,0.01,4.0,512,Yes,0
21.0,Female,High School,85133.0,0,Mortgage,2500.0,Personal,16.49,0.03,3.0,636,No,0
24.0,Female,Associate,85048.0,0,Mortgage,7000.0,Debtconsolidation,9.99,0.08,4.0,621,No,0
26.0,Male,High School,48984.0,4,Rent,10000.0,Venture,16.89,0.2,3.0,672,Yes,0
23.0,Male,Associate,66400.0,0,Mortgage,12000.0,Medical,15.62,0.18,3.0,645,No,1
24.0,Male,Associate,48829.0,2,Rent,10000.0,Debtconsolidation,11.99,0.2,3.0,555,Yes,0
24.0,Male,High School,77999.0,3,Mortgage,14500.0,Personal,5.42,0.19,2.0,659,No,1
25.0,Female,Bachelor,84973.0,2,Mortgage,14000.0,Venture,5.42,0.16,3.0,634,No,0
25.0,Female,Associate,84972.0,4,Mortgage,4800.0,Venture,6.99,0.06,4.0,668,No,0
24.0,Male,High School,49203.0,0,Rent,10000.0,Personal,8.49,0.2,3.0,630,Yes,0
22.0,Male,Bachelor,84999.0,0,Mortgage,9750.0,Education,8.49,0.11,4.0,691,Yes,0
22.0,Male,High School,41646.0,1,Rent,10000.0,Medical,15.28,0.24,3.0,620,No,1
23.0,Male,Bachelor,84808.0,1,Mortgage,15000.0,Venture,8.49,0.18,2.0,640,Yes,0
22.0,Female,Master,48914.0,2,Rent,10000.0,Education,10.37,0.2,2.0,636,Yes,0
24.0,Male,Bachelor,49032.0,6,Rent,10000.0,Medical,5.79,0.2,2.0,694,No,0
25.0,Female,Bachelor,49367.0,0,Rent,10000.0,Medical,10.0,0.2,4.0,623,Yes,0
23.0,Male,Associate,41916.0,4,Rent,10000.0,Education,10.36,0.24,4.0,652,No,1
21.0,Female,Bachelor,49004.0,0,Rent,10000.0,Education,11.01,0.2,2.0,606,Yes,0
23.0,Male,High School,49010.0,0,Rent,10000.0,Education,10.75,0.2,4.0,605,Yes,0
24.0,Female,Master,84797.0,2,Mortgage,6000.0,Education,15.23,0.07,4.0,522,Yes,0
25.0,Female,Master,84980.0,1,Mortgage,8000.0,Medical,6.99,0.09,4.0,669,No,0
24.0,Male,Associate,48964.0,2,Rent,10000.0,Personal,7.88,0.2,3.0,595,Yes,0
26.0,Female,Bachelor,85087.0,5,Mortgage,4000.0,Homeimprovement,8.49,0.05,2.0,694,Yes,0
22.0,Female,Associate,85207.0,1,Mortgage,4500.0,Debtconsolidation,5.42,0.05,2.0,616,Yes,0
26.0,Male,Master,84720.0,4,Mortgage,8000.0,Debtconsolidation,11.01,0.09,2.0,660,No,0
22.0,Male,Bachelor,49179.0,2,Rent,10000.0,Education,7.14,0.2,4.0,594,No,0
21.0,Female,High School,48864.0,0,Rent,10000.0,Venture,7.51,0.2,4.0,570,Yes,0
26.0,Male,Associate,41930.0,0,Rent,10000.0,Venture,13.11,0.24,3.0,643,No,1
22.0,Male,Master,84885.0,0,Mortgage,8000.0,Education,7.49,0.09,3.0,668,No,0
25.0,Female,High School,49051.0,2,Rent,10000.0,Venture,13.48,0.2,3.0,663,Yes,0
24.0,Female,High School,49039.0,3,Rent,10000.0,Venture,11.01,0.2,2.0,681,No,0
23.0,Male,High School,49061.0,0,Rent,10000.0,Debtconsolidation,13.22,0.2,4.0,638,No,0
25.0,Female,High School,49473.0,0,Rent,10000.0,Education,12.18,0.2,3.0,559,No,0
22.0,Male,Associate,85004.0,2,Mortgage,6000.0,Debtconsolidation,5.42,0.07,2.0,690,No,0
22.0,Female,High School,49218.0,1,Rent,10000.0,Medical,12.21,0.2,2.0,650,No,0
23.0,Female,High School,84811.0,0,Mortgage,10000.0,Medical,14.79,0.12,2.0,617,No,0
22.0,Female,Bachelor,85062.0,1,Mortgage,2000.0,Medical,11.49,0.02,4.0,608,No,0
22.0,Male,High School,84604.0,4,Mortgage,6000.0,Venture,11.49,0.07,2.0,592,Yes,0
26.0,Male,Associate,48664.0,3,Rent,10000.0,Education,9.63,0.21,4.0,521,Yes,0
23.0,Female,Associate,49035.0,0,Rent,10000.0,Debtconsolidation,12.84,0.2,4.0,538,Yes,0
22.0,Male,Bachelor,41978.0,3,Rent,10000.0,Education,11.01,0.24,3.0,653,No,1
25.0,Male,Master,85320.0,2,Own,4000.0,Personal,7.42,0.05,2.0,709,Yes,0
25.0,Female,High School,41421.0,6,Rent,10000.0,Homeimprovement,13.79,0.24,4.0,616,No,1
22.0,Female,High School,84799.0,0,Mortgage,8400.0,Debtconsolidation,6.99,0.1,4.0,573,No,0
22.0,Female,High School,48919.0,4,Rent,10000.0,Education,8.0,0.2,4.0,630,Yes,0
25.0,Female,Associate,85071.0,2,Mortgage,10000.0,Medical,5.42,0.12,4.0,549,Yes,0
24.0,Female,Bachelor,85026.0,2,Own,6000.0,Personal,5.42,0.07,2.0,556,Yes,0
24.0,Female,Master,84618.0,2,Mortgage,21000.0,Education,11.99,0.25,4.0,591,Yes,0
24.0,Female,High School,50202.0,3,Rent,10000.0,Education,6.99,0.2,4.0,597,Yes,0
22.0,Female,Bachelor,84783.0,0,Mortgage,6800.0,Education,11.01,0.08,4.0,684,Yes,0
24.0,Female,Master,50224.0,0,Rent,10000.0,Debtconsolidation,11.14,0.2,2.0,692,No,0
22.0,Male,Associate,78027.0,0,Mortgage,6000.0,Debtconsolidation,11.01,0.08,2.0,532,No,1
25.0,Female,High School,84979.0,4,Mortgage,20000.0,Venture,10.59,0.24,2.0,584,No,0
23.0,Female,Bachelor,85169.0,1,Mortgage,2500.0,Education,11.99,0.03,2.0,673,Yes,0
24.0,Female,Bachelor,84772.0,3,Mortgage,1600.0,Medical,10.99,0.02,3.0,559,Yes,0
23.0,Female,Associate,51318.0,2,Rent,10000.0,Venture,11.01,0.19,2.0,600,Yes,0
23.0,Male,High School,84933.0,1,Own,3600.0,Education,10.59,0.04,4.0,602,Yes,0
22.0,Male,Associate,44093.0,1,Rent,10000.0,Venture,15.27,0.23,2.0,590,No,1
22.0,Male,Bachelor,51678.0,1,Rent,10000.0,Education,12.42,0.19,4.0,617,No,0
25.0,Female,Bachelor,51100.0,3,Rent,10000.0,Medical,14.27,0.2,2.0,605,No,0
25.0,Female,High School,51114.0,7,Rent,10000.0,Education,12.99,0.2,2.0,629,No,0
22.0,Male,High School,84952.0,0,Mortgage,10000.0,Debtconsolidation,7.29,0.12,3.0,659,Yes,0
23.0,Male,Bachelor,51440.0,0,Rent,10000.0,Personal,5.42,0.19,3.0,648,Yes,0
23.0,Male,Bachelor,51415.0,0,Rent,10000.0,Medical,11.01,0.19,4.0,598,No,0
22.0,Male,Bachelor,85038.0,0,Mortgage,2000.0,Venture,10.74,0.02,2.0,654,Yes,0
22.0,Female,High School,51299.0,0,Rent,10000.0,Personal,11.01,0.19,4.0,564,Yes,0
22.0,Male,Bachelor,51542.0,0,Rent,10000.0,Education,10.99,0.19,4.0,701,No,0
22.0,Male,Associate,51025.0,0,Rent,10000.0,Education,6.92,0.2,2.0,659,No,0
26.0,Female,High School,85125.0,3,Mortgage,4800.0,Medical,11.01,0.06,4.0,596,Yes,0
23.0,Female,Bachelor,85132.0,0,Mortgage,3500.0,Debtconsolidation,5.42,0.04,2.0,671,Yes,0
26.0,Female,Associate,51088.0,6,Rent,10000.0,Medical,6.54,0.2,4.0,693,No,0
22.0,Male,High School,51146.0,1,Rent,10000.0,Debtconsolidation,6.17,0.2,3.0,614,Yes,0
22.0,Female,High School,51189.0,0,Rent,10000.0,Personal,13.98,0.2,2.0,648,No,0
22.0,Male,Bachelor,43973.0,2,Rent,10000.0,Personal,11.36,0.23,2.0,615,No,1
25.0,Female,Associate,84838.0,2,Mortgage,6300.0,Venture,10.37,0.07,4.0,610,No,0
25.0,Female,Associate,50872.0,4,Rent,10000.0,Venture,10.99,0.2,2.0,587,No,0
24.0,Male,Master,51512.0,0,Rent,10000.0,Education,7.88,0.19,3.0,611,Yes,0
26.0,Male,High School,52343.0,0,Rent,10000.0,Personal,11.01,0.19,3.0,642,Yes,0
25.0,Male,High School,52475.0,3,Rent,10000.0,Education,18.25,0.19,3.0,633,Yes,0
25.0,Female,High School,84989.0,3,Mortgage,12000.0,Medical,10.37,0.14,4.0,647,Yes,0
25.0,Male,Master,84948.0,0,Mortgage,4000.0,Debtconsolidation,6.92,0.05,2.0,689,Yes,0
21.0,Female,Bachelor,52750.0,0,Rent,10000.0,Personal,11.01,0.19,4.0,657,Yes,0
26.0,Female,Master,84650.0,8,Mortgage,8000.0,Personal,10.0,0.09,2.0,704,No,0
26.0,Male,Master,52673.0,3,Rent,10000.0,Education,14.65,0.19,4.0,649,Yes,0
22.0,Male,Associate,85105.0,2,Mortgage,8000.0,Venture,13.35,0.09,2.0,590,Yes,0
23.0,Female,Bachelor,84854.0,2,Mortgage,3525.0,Debtconsolidation,6.91,0.04,3.0,558,Yes,0
24.0,Male,Associate,52996.0,1,Rent,10000.0,Education,5.79,0.19,2.0,688,No,0
25.0,Female,Bachelor,52554.0,4,Rent,10000.0,Education,7.66,0.19,3.0,627,Yes,0
24.0,Male,High School,52563.0,2,Rent,10000.0,Medical,9.63,0.19,3.0,651,Yes,0
21.0,Male,Associate,85095.0,0,Mortgage,6000.0,Debtconsolidation,5.42,0.07,3.0,619,Yes,0
23.0,Male,High School,52567.0,1,Rent,10000.0,Education,9.25,0.19,3.0,595,Yes,0
24.0,Female,High School,52737.0,4,Rent,10000.0,Medical,13.16,0.19,4.0,630,No,0
22.0,Male,Associate,85052.0,3,Mortgage,10000.0,Debtconsolidation,10.36,0.12,2.0,530,Yes,0
22.0,Male,High School,45613.0,2,Rent,10000.0,Personal,11.01,0.22,2.0,689,No,1
22.0,Male,Master,84635.0,0,Own,8000.0,Medical,5.79,0.09,3.0,634,No,0
22.0,Female,High School,53802.0,0,Rent,10000.0,Medical,10.65,0.19,4.0,673,No,0
22.0,Female,Master,84899.0,0,Mortgage,21000.0,Venture,8.88,0.25,3.0,601,Yes,0
25.0,Female,Bachelor,84918.0,4,Mortgage,12000.0,Personal,5.79,0.14,2.0,711,Yes,0
24.0,Female,Associate,53755.0,1,Rent,10000.0,Personal,7.49,0.19,2.0,603,Yes,0
23.0,Male,Bachelor,84982.0,0,Mortgage,20000.0,Education,6.17,0.24,2.0,668,No,0
24.0,Female,Master,85171.0,5,Mortgage,11000.0,Debtconsolidation,11.01,0.13,3.0,666,Yes,0
25.0,Female,Bachelor,53731.0,2,Rent,10000.0,Medical,12.68,0.19,4.0,608,No,0
26.0,Female,Bachelor,84825.0,1,Mortgage,3200.0,Medical,9.25,0.04,4.0,688,No,0
22.0,Male,Bachelor,53889.0,1,Rent,10000.0,Education,15.95,0.19,4.0,665,Yes,0
21.0,Male,Bachelor,53822.0,0,Rent,10000.0,Personal,14.74,0.19,4.0,642,No,0
23.0,Male,Bachelor,53982.0,1,Rent,10000.0,Education,14.27,0.19,3.0,533,Yes,0
23.0,Female,Bachelor,55268.0,3,Rent,10000.0,Debtconsolidation,11.48,0.18,2.0,601,Yes,0
23.0,Male,Master,85109.0,0,Own,11000.0,Venture,7.14,0.13,4.0,653,No,0
26.0,Male,Bachelor,77982.0,2,Mortgage,7000.0,Debtconsolidation,15.95,0.09,2.0,572,No,1
21.0,Male,Bachelor,54965.0,1,Rent,10000.0,Venture,6.62,0.18,4.0,658,Yes,0
25.0,Male,Master,55055.0,5,Rent,10000.0,Medical,12.69,0.18,2.0,683,No,0
22.0,Male,High School,54679.0,0,Rent,10000.0,Education,10.65,0.18,3.0,540,Yes,0
25.0,Female,Bachelor,84917.0,0,Mortgage,8000.0,Personal,7.88,0.09,4.0,572,No,0
24.0,Female,High School,55018.0,2,Rent,10000.0,Personal,6.62,0.18,3.0,668,Yes,0
24.0,Female,Associate,77795.0,0,Mortgage,5000.0,Education,7.88,0.06,4.0,705,No,1
23.0,Male,Bachelor,84873.0,0,Mortgage,4000.0,Education,11.01,0.05,4.0,691,Yes,0
26.0,Female,Associate,85220.0,2,Mortgage,4000.0,Education,13.98,0.05,4.0,607,Yes,0
26.0,Female,Associate,55112.0,2,Rent,10000.0,Personal,11.01,0.18,3.0,631,Yes,0
22.0,Female,Master,54944.0,0,Rent,10000.0,Medical,9.91,0.18,2.0,626,Yes,0
24.0,Female,Bachelor,85101.0,0,Mortgage,6000.0,Venture,7.88,0.07,3.0,652,No,0
25.0,Female,Bachelor,85002.0,5,Mortgage,12000.0,Personal,7.51,0.14,4.0,720,Yes,0
23.0,Female,High School,55078.0,3,Rent,10000.0,Education,6.62,0.18,4.0,571,Yes,0
26.0,Male,Master,84572.0,4,Mortgage,3500.0,Education,14.35,0.04,3.0,557,Yes,0
23.0,Male,Bachelor,85140.0,0,Own,16000.0,Education,14.35,0.19,3.0,547,Yes,0
22.0,Male,High School,85133.0,0,Mortgage,13750.0,Venture,10.75,0.16,3.0,621,Yes,0
22.0,Male,Bachelor,55268.0,1,Rent,10000.0,Education,7.51,0.18,3.0,706,No,0
23.0,Female,Associate,47772.0,1,Rent,10000.0,Personal,11.99,0.21,3.0,657,No,1
23.0,Female,High School,84920.0,2,Mortgage,4400.0,Debtconsolidation,6.76,0.05,4.0,574,Yes,0
26.0,Male,Master,84897.0,4,Mortgage,8000.0,Personal,14.84,0.09,3.0,659,Yes,0
22.0,Female,High School,85076.0,1,Mortgage,16000.0,Education,16.32,0.19,2.0,678,No,0
23.0,Female,High School,84852.0,0,Mortgage,5000.0,Personal,11.12,0.06,3.0,653,Yes,0
25.0,Male,High School,84719.0,0,Mortgage,8000.0,Debtconsolidation,11.12,0.09,3.0,536,Yes,0
25.0,Male,High School,54887.0,2,Rent,10000.0,Venture,12.98,0.18,2.0,578,Yes,0
21.0,Female,Master,85203.0,0,Mortgage,9800.0,Education,7.14,0.12,4.0,689,Yes,0
22.0,Female,Master,85254.0,0,Mortgage,8400.0,Medical,7.88,0.1,2.0,619,No,0
24.0,Male,High School,85178.0,0,Own,8000.0,Venture,15.95,0.09,2.0,542,Yes,0
23.0,Female,Bachelor,85198.0,3,Mortgage,6000.0,Personal,7.51,0.07,2.0,651,Yes,0
23.0,Female,Associate,47658.0,1,Rent,10000.0,Personal,15.2,0.21,3.0,693,No,1
24.0,Male,Associate,55257.0,0,Rent,10000.0,Education,6.54,0.18,3.0,613,Yes,0
24.0,Male,Associate,84657.0,2,Mortgage,12000.0,Debtconsolidation,11.36,0.14,4.0,680,No,0
26.0,Female,Associate,85195.0,3,Mortgage,2500.0,Debtconsolidation,10.99,0.03,3.0,638,No,0
22.0,Male,High School,55100.0,1,Rent,10000.0,Education,7.51,0.18,2.0,670,No,0
24.0,Female,Bachelor,55174.0,1,Rent,10000.0,Debtconsolidation,7.51,0.18,2.0,704,No,0
26.0,Female,Associate,84906.0,5,Mortgage,5000.0,Education,9.88,0.06,4.0,703,Yes,0
26.0,Female,High School,84862.0,4,Mortgage,10000.0,Homeimprovement,11.01,0.12,4.0,646,Yes,0
22.0,Female,Associate,85013.0,1,Mortgage,6000.0,Education,7.14,0.07,4.0,610,Yes,0
25.0,Female,High School,84803.0,2,Own,12000.0,Homeimprovement,14.59,0.14,2.0,630,No,0
26.0,Male,Master,84959.0,6,Mortgage,4500.0,Personal,7.51,0.05,4.0,608,Yes,0
