person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,net_disposable_income
Female,High School,78873.0,Mortgage,8100.0,Debtconsolidation,13.11,0.1,4.0,655,No,0,77811.09
Male,Associate,79217.0,Mortgage,6000.0,Venture,11.01,0.08,2.0,625,No,0,78556.4
Male,Master,72016.0,Mortgage,19200.0,Education,11.36,0.28,2.0,628,No,1,69834.88
Male,Associate,71868.0,Mortgage,19200.0,Homeimprovement,13.48,0.28,3.0,690,No,1,69279.84
Female,High School,78969.0,Mortgage,3000.0,Personal,6.39,0.03,3.0,673,Yes,0,78777.3
Male,High School,55499.0,Rent,9400.0,Education,9.91,0.17,2.0,614,Yes,0,54567.46
Male,Associate,53660.0,Rent,9400.0,Venture,16.0,0.18,3.0,658,No,1,52156.0
Female,Master,79258.0,Mortgage,6000.0,Education,11.36,0.08,4.0,638,Yes,0,78576.4
Female,Associate,78929.0,Own,6000.0,Personal,11.36,0.08,2.0,691,Yes,0,78247.4
Female,Bachelor,79421.0,Mortgage,3000.0,Debtconsolidation,12.73,0.04,3.0,662,Yes,0,79039.1
Male,Associate,61779.0,Rent,9400.0,Education,9.99,0.15,4.0,676,No,0,60839.94
Female,High School,54342.0,Rent,9425.0,Medical,13.49,0.17,2.0,646,Yes,0,53070.5675
Female,Associate,78962.0,Mortgage,4400.0,Debtconsolidation,11.36,0.06,4.0,605,Yes,0,78462.16
Male,Bachelor,31241.0,Rent,9450.0,Medical,6.62,0.3,4.0,647,No,1,30615.41
Male,Associate,78809.0,Mortgage,8000.0,Personal,7.14,0.1,4.0,643,Yes,0,78237.8
Female,Bachelor,32394.0,Rent,9450.0,Debtconsolidation,16.0,0.29,2.0,547,No,1,30882.0
Male,High School,79052.0,Mortgage,8500.0,Education,7.51,0.11,2.0,593,Yes,0,78413.65
Male,Bachelor,41389.0,Rent,9450.0,Personal,7.66,0.23,2.0,651,No,1,40665.13
Female,Bachelor,79020.0,Mortgage,14000.0,Venture,15.31,0.18,4.0,539,Yes,0,76876.6
Female,Bachelor,42173.0,Rent,9450.0,Medical,15.62,0.22,3.0,539,No,1,40696.91
Male,Bachelor,28367.0,Rent,9500.0,Venture,7.88,0.31,4.0,584,No,1,27618.4
Female,High School,79256.0,Own,7000.0,Medical,13.92,0.09,3.0,659,No,0,78281.6
Female,Bachelor,79259.0,Own,3000.0,Medical,13.92,0.04,4.0,643,Yes,0,78841.4
Male,Bachelor,28367.0,Rent,9500.0,Venture,8.9,0.31,4.0,622,No,1,27521.5
Male,Bachelor,78736.0,Mortgage,6000.0,Education,11.48,0.08,4.0,658,Yes,0,78047.2
Female,High School,78869.0,Mortgage,7500.0,Education,8.59,0.1,3.0,652,Yes,0,78224.75
Male,Bachelor,28847.0,Rent,9500.0,Debtconsolidation,16.0,0.31,4.0,658,No,1,27327.0
Male,Associate,33047.0,Rent,9500.0,Debtconsolidation,15.33,0.29,3.0,656,No,1,31590.65
Male,High School,34790.0,Rent,9500.0,Medical,6.17,0.27,3.0,593,No,1,34203.85
Male,Associate,34559.0,Rent,9500.0,Medical,8.94,0.27,4.0,539,No,1,33709.7
Male,High School,36947.0,Rent,9500.0,Venture,13.92,0.26,2.0,680,No,1,35624.6
Male,Associate,38871.0,Rent,9500.0,Personal,13.57,0.24,3.0,703,No,0,37581.85
Male,Associate,78992.0,Mortgage,19200.0,Education,12.18,0.25,4.0,655,No,0,76653.44
Female,High School,45734.0,Rent,9500.0,Medical,10.99,0.21,2.0,581,No,0,44689.95
Female,High School,78829.0,Mortgage,10000.0,Medical,8.59,0.13,3.0,578,Yes,0,77970.0
Male,Bachelor,42028.0,Rent,9500.0,Venture,11.01,0.23,3.0,685,No,1,40982.05
Female,Bachelor,71730.0,Own,12000.0,Medical,16.0,0.17,2.0,655,No,1,69810.0
Female,Bachelor,71937.0,Other,12000.0,Medical,11.01,0.17,3.0,539,No,1,70615.8
Male,High School,79113.0,Mortgage,17000.0,Venture,8.94,0.21,2.0,539,Yes,0,77593.2
Male,Associate,50315.0,Rent,9500.0,Education,7.88,0.19,2.0,642,Yes,0,49566.4
Male,Master,53884.0,Rent,9500.0,Education,11.26,0.18,2.0,667,Yes,0,52814.3
Male,Bachelor,56100.0,Rent,9500.0,Medical,11.01,0.17,3.0,644,Yes,0,55054.05
Male,Bachelor,56908.0,Rent,9500.0,Education,6.76,0.17,3.0,660,Yes,0,56265.8
Male,Associate,49506.0,Rent,9500.0,Homeimprovement,14.74,0.19,4.0,640,No,1,48105.7
Male,Bachelor,57179.0,Rent,9500.0,Personal,12.87,0.17,4.0,591,Yes,0,55956.35
Male,Master,79057.0,Mortgage,15000.0,Homeimprovement,11.48,0.19,4.0,606,Yes,0,77335.0
Male,High School,78753.0,Own,5000.0,Venture,15.37,0.06,4.0,603,Yes,0,77984.5
Male,Bachelor,71855.0,Other,15000.0,Debtconsolidation,11.01,0.21,2.0,668,No,1,70203.5
Male,High School,59471.0,Rent,9500.0,Medical,12.73,0.16,4.0,632,Yes,0,58261.65
Male,High School,71793.0,Mortgage,6800.0,Debtconsolidation,12.53,0.09,4.0,620,No,1,70940.96
Male,High School,79092.0,Mortgage,3000.0,Venture,9.32,0.03,2.0,539,No,0,78812.4
Male,Master,60629.0,Rent,9500.0,Medical,6.99,0.16,2.0,566,Yes,0,59964.95
Female,High School,64220.0,Rent,9500.0,Education,14.79,0.15,3.0,561,Yes,0,62814.95
Male,Associate,78961.0,Mortgage,9250.0,Medical,11.01,0.12,2.0,577,Yes,0,77942.575
Male,Associate,65677.0,Rent,9500.0,Medical,14.65,0.14,2.0,605,Yes,0,64285.25
Female,Master,66224.0,Rent,9500.0,Education,16.0,0.14,2.0,577,Yes,0,64704.0
Male,Associate,66757.0,Rent,9500.0,Venture,9.63,0.14,4.0,642,Yes,0,65842.15
Male,High School,79006.0,Mortgage,15000.0,Education,10.95,0.19,3.0,674,No,0,77363.5
Male,Associate,78765.0,Mortgage,7500.0,Personal,13.47,0.1,4.0,645,No,0,77754.75
Male,Associate,68594.0,Rent,9500.0,Debtconsolidation,8.9,0.14,4.0,593,Yes,0,67748.5
Male,High School,72173.0,Mortgage,19200.0,Debtconsolidation,14.11,0.27,3.0,657,No,1,69463.88
Male,Associate,69350.0,Rent,9500.0,Education,6.17,0.14,4.0,677,Yes,0,68763.85
Male,Bachelor,69642.0,Rent,9500.0,Homeimprovement,12.53,0.14,4.0,574,Yes,0,68451.65
Male,High School,78924.0,Mortgage,3000.0,Debtconsolidation,7.37,0.03,2.0,608,No,0,78702.9
Male,Master,79058.0,Mortgage,9000.0,Education,9.63,0.11,3.0,609,No,0,78191.3
Male,Bachelor,74301.0,Rent,9500.0,Venture,7.51,0.13,2.0,675,Yes,0,73587.55
Male,Bachelor,82715.0,Rent,9500.0,Debtconsolidation,7.14,0.11,3.0,658,No,0,82036.7
Female,Associate,78629.0,Mortgage,5000.0,Education,11.89,0.06,4.0,666,No,0,78034.5
Male,Master,79035.0,Mortgage,17600.0,Venture,12.72,0.22,3.0,685,No,0,76796.28
Female,Associate,71615.0,Rent,9500.0,Medical,16.0,0.13,3.0,648,No,1,70095.0
Male,Associate,83859.0,Rent,9500.0,Homeimprovement,15.33,0.11,4.0,636,No,1,82402.65
Male,Bachelor,78923.0,Mortgage,6000.0,Education,9.07,0.08,3.0,689,Yes,0,78378.8
Female,High School,85366.0,Rent,9550.0,Personal,7.49,0.11,3.0,632,Yes,0,84650.705
Male,Bachelor,79025.0,Mortgage,7500.0,Personal,10.08,0.09,4.0,641,No,0,78269.0
Male,Master,79303.0,Mortgage,5125.0,Education,10.71,0.06,4.0,602,No,0,78754.1125
Male,Associate,78799.0,Own,7000.0,Personal,11.66,0.09,4.0,642,No,0,77982.8
Female,High School,52938.0,Rent,9575.0,Debtconsolidation,6.62,0.18,3.0,579,Yes,0,52304.135
Male,Bachelor,28367.0,Rent,9600.0,Education,7.49,0.31,2.0,589,No,1,27647.96
Female,High School,28367.0,Rent,9600.0,Education,13.16,0.31,2.0,671,No,1,27103.64
Female,Bachelor,30050.0,Rent,9600.0,Personal,11.71,0.31,4.0,584,No,1,28925.84
Male,Master,29730.0,Rent,9600.0,Homeimprovement,14.27,0.31,4.0,671,No,1,28360.08
Male,High School,30109.0,Rent,9600.0,Personal,9.99,0.31,4.0,645,No,1,29149.96
Female,Bachelor,79086.0,Mortgage,15000.0,Education,14.5,0.19,4.0,561,No,0,76911.0
Female,Bachelor,78868.0,Mortgage,4000.0,Education,7.75,0.05,2.0,658,No,0,78558.0
Female,Master,79056.0,Mortgage,12800.0,Personal,8.38,0.16,2.0,646,Yes,0,77983.36
Female,Associate,79313.0,Mortgage,5000.0,Personal,7.43,0.06,4.0,636,Yes,0,78941.5
Female,Associate,79260.0,Mortgage,12500.0,Venture,6.17,0.16,4.0,563,Yes,0,78488.75
Female,High School,78920.0,Mortgage,5500.0,Medical,6.17,0.07,2.0,643,No,0,78580.65
Female,High School,78662.0,Mortgage,3600.0,Homeimprovement,13.49,0.05,4.0,539,Yes,0,78176.36
Male,Bachelor,35870.0,Rent,9600.0,Education,10.37,0.27,3.0,673,No,1,34874.48
Female,Bachelor,79346.0,Own,4000.0,Venture,10.99,0.05,3.0,624,Yes,0,78906.4
Female,Master,78901.0,Mortgage,5000.0,Debtconsolidation,9.99,0.06,3.0,635,Yes,0,78401.5
Female,Associate,41237.0,Rent,9600.0,Venture,11.01,0.23,4.0,645,No,0,40180.04
Male,Master,41924.0,Rent,9600.0,Medical,9.88,0.23,2.0,603,No,0,40975.52
Male,High School,78927.0,Mortgage,4500.0,Medical,6.92,0.06,2.0,626,Yes,0,78615.6
Female,Bachelor,79032.0,Mortgage,6500.0,Education,11.01,0.08,2.0,539,Yes,0,78316.35
Female,Bachelor,78955.0,Mortgage,6500.0,Medical,9.25,0.08,4.0,649,No,0,78353.75
Male,Master,79210.0,Mortgage,19200.0,Homeimprovement,10.36,0.25,3.0,547,Yes,0,77220.88
Male,High School,41613.0,Rent,9600.0,Medical,7.88,0.23,4.0,539,Yes,0,40856.52
Female,Associate,42587.0,Rent,9600.0,Debtconsolidation,16.0,0.23,3.0,644,No,1,41051.0
Female,Bachelor,42919.0,Rent,9600.0,Personal,16.0,0.22,2.0,626,No,1,41383.0
Male,High School,42765.0,Rent,9600.0,Venture,9.91,0.22,2.0,702,Yes,0,41813.64
Female,Associate,78714.0,Mortgage,15000.0,Personal,7.88,0.19,3.0,606,Yes,0,77532.0
Female,High School,42705.0,Rent,9600.0,Education,11.99,0.22,4.0,644,Yes,0,41553.96
Female,High School,43423.0,Rent,9600.0,Venture,11.89,0.22,2.0,592,No,0,42281.56
Female,Bachelor,78771.0,Mortgage,3000.0,Medical,7.88,0.03,4.0,592,No,0,78534.6
Male,Associate,36643.0,Rent,9600.0,Medical,14.91,0.26,4.0,584,No,1,35211.64
Male,Associate,79025.0,Mortgage,13000.0,Education,13.23,0.16,2.0,593,Yes,0,77305.1
Female,High School,45201.0,Rent,9600.0,Personal,11.97,0.21,4.0,643,Yes,0,44051.88
Female,Master,37969.0,Rent,9600.0,Debtconsolidation,16.0,0.25,3.0,674,No,1,36433.0
Female,Master,79057.0,Own,7000.0,Venture,12.87,0.09,2.0,672,No,0,78156.1
Female,High School,46399.0,Rent,9600.0,Debtconsolidation,13.11,0.21,4.0,605,Yes,0,45140.44
Female,Associate,78890.0,Mortgage,5000.0,Homeimprovement,11.58,0.06,3.0,659,Yes,0,78311.0
Male,High School,39252.0,Rent,9600.0,Personal,13.48,0.24,3.0,603,No,1,37957.92
Male,Master,78943.0,Mortgage,5000.0,Medical,13.47,0.06,3.0,676,Yes,0,78269.5
Female,Bachelor,49111.0,Rent,9600.0,Venture,14.65,0.2,4.0,701,No,0,47704.6
Female,Bachelor,48791.0,Rent,9600.0,Venture,14.27,0.2,4.0,603,Yes,0,47421.08
Female,Bachelor,42031.0,Rent,9600.0,Personal,14.54,0.23,2.0,685,No,1,40635.16
Female,Bachelor,79253.0,Mortgage,9000.0,Medical,14.79,0.11,4.0,594,Yes,0,77921.9
Male,High School,78996.0,Mortgage,18000.0,Venture,10.25,0.23,4.0,695,Yes,0,77151.0
Male,Bachelor,48471.0,Rent,9600.0,Medical,14.72,0.2,2.0,587,Yes,0,47057.88
Male,Associate,78823.0,Mortgage,4000.0,Debtconsolidation,7.14,0.05,4.0,624,Yes,0,78537.4
Female,Associate,79121.0,Mortgage,3000.0,Medical,11.26,0.04,3.0,677,Yes,0,78783.2
Male,Associate,79351.0,Mortgage,16075.0,Venture,11.01,0.2,3.0,614,No,0,77581.1425
Female,Associate,79373.0,Own,18000.0,Medical,10.99,0.23,4.0,621,No,0,77394.8
Male,High School,79285.0,Mortgage,6500.0,Education,11.71,0.08,4.0,583,No,0,78523.85
Male,Bachelor,79314.0,Mortgage,19200.0,Venture,15.05,0.25,4.0,582,Yes,0,76424.4
Female,Associate,44197.0,Rent,9600.0,Education,16.0,0.22,4.0,579,No,1,42661.0
Male,High School,79895.0,Mortgage,8000.0,Education,6.92,0.1,2.0,643,Yes,0,79341.4
Male,High School,79330.0,Mortgage,8400.0,Debtconsolidation,11.99,0.11,2.0,639,Yes,0,78322.84
Male,Associate,79804.0,Mortgage,13250.0,Venture,10.37,0.17,4.0,618,No,0,78429.975
Male,High School,51778.0,Rent,9600.0,Education,11.22,0.19,2.0,566,Yes,0,50700.88
Male,Bachelor,79217.0,Mortgage,16800.0,Personal,11.01,0.21,2.0,670,Yes,0,77367.32
Female,Bachelor,45645.0,Rent,9600.0,Homeimprovement,6.17,0.21,4.0,634,No,1,45052.68
Male,Associate,47808.0,Rent,9600.0,Personal,16.0,0.2,2.0,554,No,1,46272.0
Male,High School,55013.0,Rent,9600.0,Education,12.73,0.17,3.0,539,Yes,0,53790.92
Female,Bachelor,79707.0,Own,5000.0,Education,10.74,0.06,2.0,702,No,0,79170.0
Male,Master,79826.0,Mortgage,3600.0,Education,15.99,0.05,3.0,654,No,0,79250.36
Female,Bachelor,54891.0,Rent,9600.0,Education,10.25,0.17,2.0,597,No,0,53907.0
Male,Associate,55291.0,Rent,9600.0,Medical,12.18,0.17,3.0,640,Yes,0,54121.72
Male,Master,72586.0,Mortgage,6000.0,Education,16.0,0.08,4.0,699,No,1,71626.0
Male,High School,72407.0,Mortgage,19200.0,Venture,16.0,0.29,2.0,678,No,1,69335.0
Female,High School,79520.0,Mortgage,10000.0,Venture,11.01,0.13,3.0,650,Yes,0,78419.0
Female,Bachelor,79835.0,Mortgage,10000.0,Medical,11.78,0.13,2.0,679,Yes,0,78657.0
Male,High School,79903.0,Mortgage,3000.0,Education,14.59,0.03,3.0,539,Yes,0,79465.3
Female,High School,55975.0,Rent,9600.0,Debtconsolidation,10.99,0.17,4.0,626,No,0,54919.96
Male,Associate,80123.0,Mortgage,8800.0,Education,9.63,0.11,3.0,653,Yes,0,79275.56
Male,Associate,80106.0,Mortgage,16800.0,Medical,13.92,0.21,2.0,703,Yes,0,77767.44
Male,Associate,58563.0,Rent,9600.0,Education,12.73,0.16,3.0,655,No,0,57340.92
Male,Bachelor,61127.0,Rent,9600.0,Homeimprovement,7.51,0.16,3.0,702,No,0,60406.04
Male,Master,72732.0,Mortgage,3000.0,Debtconsolidation,10.99,0.03,4.0,641,No,1,72402.3
Male,High School,61118.0,Rent,9600.0,Education,14.26,0.16,3.0,609,Yes,0,59749.04
Male,Associate,61329.0,Rent,9600.0,Homeimprovement,11.01,0.16,2.0,656,Yes,0,60272.04
Male,Associate,62095.0,Rent,9600.0,Medical,11.01,0.15,2.0,563,No,0,61038.04
Male,Associate,80211.0,Mortgage,15000.0,Personal,16.0,0.19,4.0,646,Yes,0,77811.0
Female,Bachelor,54902.0,Rent,9600.0,Debtconsolidation,15.31,0.17,3.0,618,No,1,53432.24
Female,Associate,80365.0,Own,18000.0,Homeimprovement,13.49,0.22,3.0,596,Yes,0,77936.8
Female,Master,72778.0,Mortgage,5000.0,Medical,7.9,0.07,2.0,683,No,1,72383.0
Male,Bachelor,64637.0,Rent,9600.0,Venture,11.71,0.15,2.0,703,Yes,0,63512.84
Male,High School,64494.0,Rent,9600.0,Personal,11.01,0.15,4.0,662,No,0,63437.04
Male,Master,64535.0,Rent,9600.0,Venture,7.66,0.15,4.0,639,Yes,0,63799.64
Female,Associate,80188.0,Mortgage,15000.0,Venture,6.17,0.19,4.0,607,Yes,0,79262.5
Male,High School,79856.0,Mortgage,6000.0,Education,7.9,0.08,3.0,651,No,0,79382.0
Female,Associate,65758.0,Rent,9600.0,Personal,7.9,0.15,4.0,662,Yes,0,64999.6
Male,High School,80349.0,Mortgage,6000.0,Education,7.51,0.07,2.0,609,No,0,79898.4
Female,Bachelor,80378.0,Own,5000.0,Education,7.9,0.06,4.0,539,Yes,0,79983.0
Female,Bachelor,79859.0,Own,7500.0,Debtconsolidation,16.0,0.09,4.0,636,Yes,0,78659.0
Male,Associate,73044.0,Mortgage,8000.0,Homeimprovement,14.27,0.11,3.0,662,No,1,71902.4
Female,Associate,80483.0,Mortgage,6000.0,Venture,6.62,0.07,2.0,637,Yes,0,80085.8
Male,Associate,59777.0,Rent,9600.0,Education,7.51,0.16,2.0,584,No,1,59056.04
Male,Bachelor,67040.0,Rent,9600.0,Medical,8.9,0.14,4.0,682,No,0,66185.6
Female,High School,66958.0,Rent,9600.0,Venture,7.49,0.14,2.0,630,No,0,66238.96
Male,Bachelor,66996.0,Rent,9600.0,Venture,7.66,0.14,2.0,685,No,0,66260.64
Female,Master,60151.0,Rent,9600.0,Debtconsolidation,11.01,0.16,2.0,580,No,1,59094.04
Male,Master,80133.0,Mortgage,3000.0,Venture,11.01,0.04,4.0,628,Yes,0,79802.7
Female,Bachelor,72794.0,Mortgage,14000.0,Education,7.49,0.19,2.0,703,No,1,71745.4
Male,Associate,79957.0,Own,15000.0,Personal,7.49,0.19,4.0,641,Yes,0,78833.5
Male,High School,80299.0,Own,15000.0,Venture,14.79,0.19,3.0,605,Yes,0,78080.5
Female,Associate,70144.0,Rent,9600.0,Education,13.99,0.14,4.0,539,Yes,0,68800.96
Male,Bachelor,73365.0,Rent,9600.0,Education,14.65,0.13,2.0,683,No,0,71958.6
Male,Bachelor,73249.0,Rent,9600.0,Personal,7.9,0.13,3.0,674,No,0,72490.6
Male,Associate,73160.0,Rent,9600.0,Debtconsolidation,7.9,0.13,2.0,635,Yes,0,72401.6
Male,Master,80117.0,Mortgage,4000.0,Personal,11.99,0.05,2.0,703,Yes,0,79637.4
Female,Associate,80025.0,Mortgage,8750.0,Education,9.99,0.11,2.0,564,Yes,0,79150.875
Male,Bachelor,65502.0,Rent,9600.0,Personal,16.0,0.15,2.0,652,No,1,63966.0
Male,High School,65713.0,Rent,9600.0,Homeimprovement,15.62,0.15,2.0,697,No,1,64213.48
Female,High School,80341.0,Mortgage,6600.0,Medical,11.49,0.08,4.0,629,Yes,0,79582.66
Female,Associate,80633.0,Mortgage,10000.0,Debtconsolidation,11.49,0.12,3.0,569,Yes,0,79484.0
Male,Associate,80509.0,Mortgage,10000.0,Personal,6.17,0.12,3.0,602,No,0,79892.0
Male,Master,80151.0,Mortgage,15500.0,Debtconsolidation,7.49,0.19,2.0,659,No,0,78990.05
Male,High School,80101.0,Mortgage,11200.0,Venture,13.99,0.14,2.0,639,No,0,78534.12
Male,Associate,80255.0,Mortgage,4500.0,Education,7.49,0.06,2.0,627,Yes,0,79917.95
Male,High School,76953.0,Rent,9600.0,Education,14.46,0.12,4.0,654,Yes,0,75564.84
Female,High School,80213.0,Mortgage,3000.0,Venture,10.74,0.03,3.0,539,Yes,0,79890.8
Male,Bachelor,80368.0,Mortgage,12000.0,Personal,6.17,0.15,3.0,694,No,0,79627.6
Male,Bachelor,78861.0,Rent,9600.0,Personal,12.99,0.12,4.0,612,No,0,77613.96
Male,Master,71500.0,Rent,9600.0,Education,7.49,0.13,3.0,603,No,1,70780.96
Male,Bachelor,80450.0,Mortgage,10000.0,Personal,9.63,0.12,4.0,663,No,0,79487.0
Male,Bachelor,78745.0,Rent,9600.0,Medical,11.97,0.12,2.0,623,Yes,0,77595.88
Male,Bachelor,79943.0,Mortgage,7000.0,Debtconsolidation,9.63,0.09,2.0,624,No,0,79268.9
Male,Associate,79471.0,Rent,9600.0,Debtconsolidation,8.49,0.12,2.0,651,No,0,78655.96
Male,Bachelor,79868.0,Rent,9600.0,Personal,11.26,0.12,3.0,696,Yes,0,78787.04
Male,Bachelor,80399.0,Mortgage,18000.0,Medical,6.91,0.22,3.0,613,No,0,79155.2
Male,High School,82673.0,Rent,9600.0,Debtconsolidation,7.51,0.12,2.0,668,No,0,81952.04
Female,Associate,79599.0,Mortgage,15000.0,Medical,6.54,0.19,4.0,673,No,0,78618.0
Female,Master,85067.0,Rent,9600.0,Education,11.71,0.11,4.0,692,No,0,83942.84
Female,Master,80082.0,Mortgage,3000.0,Venture,11.01,0.03,2.0,703,Yes,0,79751.7
Male,High School,77487.0,Rent,9600.0,Education,11.97,0.12,4.0,648,No,1,76337.88
Male,Bachelor,80115.0,Mortgage,3000.0,Debtconsolidation,6.76,0.03,3.0,669,Yes,0,79912.2
Male,Master,85377.0,Rent,9600.0,Medical,7.9,0.11,4.0,614,Yes,0,84618.6
Male,High School,79729.0,Mortgage,15000.0,Homeimprovement,14.35,0.19,4.0,607,Yes,0,77576.5
Male,Associate,80217.0,Mortgage,8500.0,Debtconsolidation,7.51,0.11,2.0,607,Yes,0,79578.65
Male,High School,79954.0,Mortgage,6000.0,Venture,7.88,0.08,2.0,661,Yes,0,79481.2
Male,High School,80092.0,Mortgage,3000.0,Venture,7.51,0.04,3.0,587,Yes,0,79866.7
Female,Bachelor,80301.0,Mortgage,7800.0,Personal,7.88,0.1,3.0,539,No,0,79686.36
Male,Master,86447.0,Rent,9600.0,Homeimprovement,6.17,0.11,4.0,674,Yes,0,85854.68
Female,Associate,88240.0,Rent,9600.0,Education,7.29,0.11,3.0,654,Yes,0,87540.16
Female,Associate,88630.0,Rent,9600.0,Medical,13.92,0.11,3.0,658,Yes,0,87293.68
Male,Bachelor,90769.0,Rent,9600.0,Personal,12.69,0.11,3.0,649,Yes,0,89550.76
Female,Master,90716.0,Rent,9600.0,Personal,10.0,0.11,4.0,671,Yes,0,89756.0
Male,Bachelor,80013.0,Mortgage,13000.0,Debtconsolidation,10.25,0.16,2.0,703,No,0,78680.5
Male,Bachelor,80271.0,Mortgage,5000.0,Venture,9.88,0.06,4.0,622,Yes,0,79777.0
Female,High School,94805.0,Rent,9600.0,Debtconsolidation,11.01,0.1,3.0,635,Yes,0,93748.04
Male,High School,80244.0,Mortgage,7000.0,Debtconsolidation,7.88,0.09,2.0,648,No,0,79692.4
Female,High School,80404.0,Mortgage,19200.0,Personal,10.25,0.25,4.0,636,Yes,0,78436.0
Female,Associate,73198.0,Mortgage,15000.0,Education,14.59,0.2,4.0,611,No,1,71009.5
Female,Bachelor,73201.0,Mortgage,5600.0,Debtconsolidation,14.22,0.08,4.0,642,No,1,72404.68
Male,Associate,96884.0,Rent,9600.0,Personal,7.88,0.1,4.0,539,Yes,0,96127.52
Female,High School,79954.0,Mortgage,15000.0,Medical,9.88,0.19,4.0,639,Yes,0,78472.0
Male,Associate,97473.0,Rent,9600.0,Education,11.01,0.1,2.0,653,No,0,96416.04
Male,Associate,80153.0,Mortgage,13200.0,Education,11.14,0.16,4.0,671,No,0,78682.52
Male,High School,96955.0,Rent,9600.0,Education,12.21,0.1,4.0,632,Yes,0,95782.84
Female,High School,80259.0,Mortgage,17500.0,Education,11.48,0.22,3.0,664,No,0,78250.0
Male,Bachelor,99438.0,Rent,9600.0,Personal,7.29,0.1,2.0,630,Yes,0,98738.16
Male,High School,100772.0,Rent,9600.0,Education,10.99,0.1,2.0,611,Yes,0,99716.96
Male,Bachelor,94685.0,Rent,9600.0,Debtconsolidation,14.42,0.1,2.0,591,No,1,93300.68
Male,Associate,103016.0,Rent,9600.0,Medical,10.99,0.09,4.0,660,No,0,101960.96
Female,Associate,72586.0,Mortgage,10000.0,Personal,12.21,0.14,4.0,633,No,1,71365.0
Female,Associate,80159.0,Mortgage,18500.0,Homeimprovement,12.21,0.23,2.0,623,No,0,77900.15
Female,High School,88756.0,Rent,9600.0,Personal,8.94,0.11,3.0,662,No,1,87897.76
Male,Bachelor,103226.0,Rent,9600.0,Education,7.29,0.09,3.0,609,Yes,0,102526.16
Female,Associate,107028.0,Rent,9600.0,Personal,6.17,0.09,3.0,666,Yes,0,106435.68
Female,Bachelor,80531.0,Mortgage,15000.0,Education,11.72,0.19,2.0,691,Yes,0,78773.0
Male,Associate,80386.0,Mortgage,5875.0,Medical,10.91,0.07,4.0,608,No,0,79745.0375
Male,Bachelor,109277.0,Rent,9600.0,Debtconsolidation,13.85,0.09,4.0,677,Yes,0,107947.4
Male,High School,80516.0,Mortgage,4000.0,Education,12.53,0.05,4.0,587,Yes,0,80014.8
Male,Bachelor,94544.0,Rent,9600.0,Debtconsolidation,14.11,0.1,4.0,638,No,1,93189.44
Female,Associate,113514.0,Rent,9600.0,Personal,12.99,0.08,2.0,605,Yes,0,112266.96
Male,High School,114957.0,Rent,9600.0,Homeimprovement,11.99,0.08,2.0,608,Yes,0,113805.96
Male,Bachelor,80452.0,Mortgage,8700.0,Medical,6.92,0.11,3.0,588,No,0,79849.96
Male,Master,80736.0,Own,5000.0,Medical,12.53,0.06,4.0,703,No,0,80109.5
Female,Bachelor,80625.0,Mortgage,10000.0,Venture,7.88,0.12,4.0,630,Yes,0,79837.0
Male,Bachelor,80470.0,Mortgage,15000.0,Education,13.48,0.19,2.0,648,No,0,78448.0
Male,Bachelor,118090.0,Rent,9600.0,Debtconsolidation,10.37,0.08,3.0,575,Yes,0,117094.48
Female,Bachelor,80399.0,Mortgage,4000.0,Medical,12.18,0.05,3.0,620,Yes,0,79911.8
Female,High School,80566.0,Own,4000.0,Education,8.32,0.05,2.0,642,No,0,80233.2
Male,Associate,80851.0,Mortgage,5000.0,Debtconsolidation,9.63,0.06,3.0,692,Yes,0,80369.5
Female,Associate,145731.0,Rent,9600.0,Education,14.22,0.07,4.0,553,Yes,0,144365.88
Female,High School,34627.0,Rent,9700.0,Homeimprovement,11.34,0.28,2.0,539,No,1,33527.02
Female,Associate,81101.0,Mortgage,8800.0,Homeimprovement,8.59,0.11,4.0,667,Yes,0,80345.08
Male,High School,80776.0,Mortgage,3000.0,Venture,12.53,0.03,4.0,539,Yes,0,80400.1
Male,Master,84922.0,Rent,9700.0,Medical,12.53,0.11,4.0,621,Yes,0,83706.59
Female,Bachelor,80876.0,Mortgage,12000.0,Education,12.53,0.15,3.0,644,No,0,79372.4
Male,High School,73978.0,Other,18000.0,Debtconsolidation,11.26,0.24,4.0,655,No,1,71951.2
Female,Associate,81020.0,Own,7200.0,Venture,10.65,0.09,4.0,686,Yes,0,80253.2
Male,High School,80650.0,Mortgage,3000.0,Medical,11.49,0.03,3.0,613,No,0,80305.3
Female,Associate,81144.0,Mortgage,9000.0,Homeimprovement,6.99,0.11,2.0,615,Yes,0,80514.9
Female,Bachelor,81197.0,Mortgage,3000.0,Personal,11.49,0.03,4.0,680,No,0,80852.3
Female,Bachelor,81498.0,Mortgage,12000.0,Medical,6.17,0.15,3.0,639,Yes,0,80757.6
Male,High School,81118.0,Mortgage,16000.0,Personal,12.73,0.2,3.0,539,Yes,0,79081.2
Female,Bachelor,37336.0,Rent,9950.0,Education,8.49,0.27,4.0,703,No,1,36491.245
Male,High School,81256.0,Own,19200.0,Personal,10.95,0.25,4.0,559,Yes,0,79153.6
Male,Bachelor,81135.0,Mortgage,6000.0,Education,10.37,0.07,3.0,551,No,0,80512.8
